date,tavg,tmin,tmax,prcp,snow,wspd,wpgt,pres,tsun,city
2003-01-01,-7.0,-11.7,0.7,12.1,10.0,14.0,30.6,1009.8,42.0,Berlin
2003-01-02,5.5,0.4,7.7,16.6,0.0,13.7,37.4,986.5,0.0,Berlin
2003-01-03,0.1,-1.2,2.6,0.9,0.0,10.1,29.2,993.1,0.0,Berlin
2003-01-04,-2.8,-7.7,-1.2,0.0,20.0,12.6,25.2,1006.4,168.0,Berlin
2003-01-05,-6.4,-9.6,-3.4,0.5,20.0,10.4,24.1,1011.6,114.0,Berlin
2003-01-06,-5.2,-9.2,-3.4,0.2,30.0,13.7,34.2,1013.2,0.0,Berlin
2003-01-07,-10.4,-12.8,-6.4,0.0,40.0,6.1,21.2,1021.7,318.0,Berlin
2003-01-08,-11.0,-14.6,-6.3,0.0,40.0,4.3,12.6,1022.1,360.0,Berlin
2003-01-09,-10.0,-14.9,-5.8,0.0,40.0,5.8,18.0,1022.7,6.0,Berlin
2003-01-10,-5.5,-7.9,-2.8,0.0,40.0,10.8,24.8,1024.7,0.0,Berlin
2003-01-11,-6.7,-10.0,-3.8,0.0,40.0,9.0,28.4,1033.7,6.0,Berlin
2003-01-12,-1.0,-5.0,1.1,3.4,40.0,19.4,40.0,1028.5,0.0,Berlin
2003-01-13,1.3,-1.2,3.8,3.3,80.0,21.2,44.6,1018.6,0.0,Berlin
2003-01-14,6.0,3.5,7.4,0.9,0.0,25.9,46.8,1020.8,0.0,Berlin
2003-01-15,5.6,3.5,7.3,0.1,0.0,25.6,49.0,1021.6,0.0,Berlin
2003-01-16,5.2,3.0,6.7,0.1,0.0,25.9,52.9,1020.9,18.0,Berlin
2003-01-17,3.3,0.0,5.9,0.0,0.0,15.8,38.9,1023.1,426.0,Berlin
2003-01-18,1.6,-0.8,3.4,0.0,0.0,13.3,32.0,1017.2,0.0,Berlin
2003-01-19,2.5,1.1,4.7,1.4,0.0,14.8,34.6,1012.9,282.0,Berlin
2003-01-20,4.8,2.2,8.7,0.0,0.0,16.6,35.3,1007.5,312.0,Berlin
2003-01-21,2.8,-0.4,6.0,0.0,0.0,15.5,30.2,998.8,126.0,Berlin
2003-01-22,1.6,-1.4,6.6,0.0,0.0,10.8,23.8,998.9,258.0,Berlin
2003-01-23,3.7,0.7,6.3,1.7,0.0,7.2,22.3,1011.4,0.0,Berlin
2003-01-24,3.2,2.3,3.9,0.0,0.0,13.0,29.9,1032.6,0.0,Berlin
2003-01-25,3.0,2.1,4.4,1.1,0.0,14.0,36.4,1031.5,0.0,Berlin
2003-01-26,3.4,0.5,5.3,0.4,0.0,16.6,32.0,1024.7,0.0,Berlin
2003-01-27,6.8,3.2,9.6,6.0,0.0,22.3,42.5,1016.3,0.0,Berlin
2003-01-28,5.6,1.0,9.9,11.1,0.0,29.9,87.1,1002.1,42.0,Berlin
2003-01-29,2.0,-0.4,3.9,2.1,0.0,17.6,39.2,993.0,0.0,Berlin
2003-01-30,0.1,-0.9,1.7,1.3,10.0,10.8,32.0,996.3,30.0,Berlin
2003-01-31,-2.4,-7.9,-0.4,0.2,0.0,9.7,31.7,1011.0,0.0,Berlin
2003-02-01,-6.5,-9.5,-3.3,0.0,30.0,10.4,28.4,1022.2,138.0,Berlin
2003-02-02,-4.1,-8.1,0.3,2.5,20.0,16.9,35.3,1009.9,78.0,Berlin
2003-02-03,1.3,-0.4,3.4,0.4,40.0,17.3,40.0,992.0,150.0,Berlin
2003-02-04,0.7,-0.7,2.8,0.7,0.0,14.4,33.5,990.5,96.0,Berlin
2003-02-05,-0.2,-2.6,2.0,0.0,20.0,9.7,28.4,1001.2,60.0,Berlin
2003-02-06,-2.2,-3.4,-0.8,0.0,0.0,16.9,38.5,1015.8,0.0,Berlin
2003-02-07,-2.5,-5.8,-0.4,0.9,0.0,9.0,28.1,1022.5,84.0,Berlin
2003-02-08,-1.1,-3.5,1.9,0.5,30.0,8.3,18.7,1025.3,78.0,Berlin
2003-02-09,-2.7,-5.4,0.8,0.0,0.0,13.3,32.0,1027.7,186.0,Berlin
2003-02-10,-1.9,-4.7,-0.7,0.0,0.0,12.6,28.8,1028.7,0.0,Berlin
2003-02-11,-1.8,-4.4,1.4,0.0,0.0,12.6,28.4,1032.4,204.0,Berlin
2003-02-12,-4.8,-9.1,-1.0,0.0,0.0,12.6,25.6,1035.6,516.0,Berlin
2003-02-13,-5.7,-11.7,0.7,0.0,0.0,12.6,26.3,1034.7,528.0,Berlin
2003-02-14,-3.4,-8.1,2.9,0.0,0.0,8.6,27.7,1031.8,438.0,Berlin
2003-02-15,-1.1,-2.7,1.2,0.0,0.0,16.2,42.1,1034.0,6.0,Berlin
2003-02-16,-5.1,-9.3,-2.3,0.0,0.0,14.4,29.9,1039.9,540.0,Berlin
2003-02-17,-5.7,-8.9,-1.4,0.0,0.0,6.5,20.5,1040.2,270.0,Berlin
2003-02-18,-3.8,-8.2,-1.1,0.1,0.0,4.7,17.3,1033.8,0.0,Berlin
2003-02-19,-1.1,-2.0,-0.1,0.0,10.0,9.0,22.7,1026.4,0.0,Berlin
2003-02-20,-1.6,-2.2,-0.9,0.0,0.0,7.2,19.8,1022.6,0.0,Berlin
2003-02-21,-0.8,-2.9,1.5,0.0,0.0,15.1,31.7,1028.8,0.0,Berlin
2003-02-22,0.9,-2.7,6.1,0.0,0.0,13.7,29.9,1033.2,480.0,Berlin
2003-02-23,1.4,-3.4,7.9,0.0,0.0,12.2,27.7,1034.2,576.0,Berlin
2003-02-24,1.6,-4.4,8.3,0.0,0.0,9.0,27.7,1032.4,576.0,Berlin
2003-02-25,2.3,-4.6,11.5,0.0,0.0,10.8,24.5,1028.0,558.0,Berlin
2003-02-26,1.3,-4.6,7.3,0.0,0.0,11.2,24.8,1019.9,564.0,Berlin
2003-02-27,1.3,-5.5,10.0,0.0,0.0,6.1,20.5,1017.0,546.0,Berlin
2003-02-28,0.5,-3.0,4.7,0.2,0.0,8.6,21.6,1024.6,228.0,Berlin
2003-03-01,1.8,-0.9,5.8,0.0,0.0,11.5,24.8,1022.0,54.0,Berlin
2003-03-02,2.0,-0.6,6.2,1.6,0.0,16.2,35.3,1016.3,120.0,Berlin
2003-03-03,-0.8,-2.8,1.6,0.1,0.0,5.8,23.0,1019.8,0.0,Berlin
2003-03-04,-0.6,-2.7,2.4,0.0,0.0,9.0,20.5,1026.3,234.0,Berlin
2003-03-05,0.3,-4.2,6.5,0.0,0.0,14.4,34.9,1024.5,366.0,Berlin
2003-03-06,1.1,-2.8,5.6,1.8,0.0,21.2,48.2,1019.7,264.0,Berlin
2003-03-07,2.6,-0.5,6.0,0.0,20.0,9.4,26.3,1021.9,0.0,Berlin
2003-03-08,5.0,-0.4,10.0,2.4,0.0,15.8,43.6,1018.5,174.0,Berlin
2003-03-09,7.1,5.2,8.8,4.5,0.0,18.7,38.9,1017.1,0.0,Berlin
2003-03-10,9.3,4.5,13.8,0.0,0.0,13.7,38.2,1021.0,84.0,Berlin
2003-03-11,9.2,7.0,12.3,6.7,0.0,15.5,47.9,1015.2,36.0,Berlin
2003-03-12,7.0,2.8,9.9,1.9,0.0,20.2,50.0,1016.4,42.0,Berlin
2003-03-13,2.7,-0.6,6.6,0.0,0.0,18.7,46.4,1032.8,630.0,Berlin
2003-03-14,2.7,-1.3,7.3,0.0,0.0,15.5,30.6,1036.4,156.0,Berlin
2003-03-15,3.2,-2.4,8.8,0.0,0.0,8.3,31.7,1042.6,606.0,Berlin
2003-03-16,4.9,-3.2,12.1,0.0,0.0,9.0,24.8,1041.7,624.0,Berlin
2003-03-17,3.5,0.7,6.6,0.0,0.0,12.6,36.4,1032.4,120.0,Berlin
2003-03-18,6.1,-0.6,13.2,0.0,0.0,9.4,33.5,1031.1,492.0,Berlin
2003-03-19,3.9,1.0,5.0,0.0,0.0,18.4,35.3,1025.4,0.0,Berlin
2003-03-20,2.4,-2.6,4.4,0.0,0.0,15.8,32.4,1026.0,0.0,Berlin
2003-03-21,-0.9,-5.2,3.9,0.0,0.0,14.8,31.3,1033.2,690.0,Berlin
2003-03-22,1.9,-4.3,8.2,0.0,0.0,10.8,27.4,1032.6,696.0,Berlin
2003-03-23,6.1,-2.9,14.5,0.0,0.0,7.6,21.6,1029.4,696.0,Berlin
2003-03-24,9.4,-0.1,18.2,0.2,0.0,8.3,34.2,1024.7,690.0,Berlin
2003-03-25,9.9,5.0,15.2,0.0,0.0,11.9,37.8,1021.2,474.0,Berlin
2003-03-26,6.2,1.0,12.2,0.0,0.0,6.8,20.2,1023.1,234.0,Berlin
2003-03-27,9.2,3.8,15.4,0.7,0.0,8.6,22.3,1018.9,108.0,Berlin
2003-03-28,8.6,3.9,14.4,0.0,0.0,6.5,18.7,1016.7,408.0,Berlin
2003-03-29,9.7,2.1,16.3,0.0,0.0,5.0,20.2,1015.3,576.0,Berlin
2003-03-30,10.5,5.5,17.2,0.0,0.0,16.2,50.0,1012.5,486.0,Berlin
2003-03-31,7.4,3.1,12.3,0.0,0.0,20.5,55.4,1020.1,534.0,Berlin
2003-04-01,9.1,0.8,15.3,2.6,0.0,16.2,50.0,1014.4,582.0,Berlin
2003-04-02,7.3,4.1,11.1,4.2,0.0,20.2,54.7,998.6,210.0,Berlin
2003-04-03,4.9,1.4,7.7,4.3,0.0,16.6,39.2,1012.5,60.0,Berlin
2003-04-04,5.6,-1.7,10.2,0.0,0.0,19.4,52.9,1022.3,624.0,Berlin
2003-04-05,5.3,0.5,9.6,0.0,0.0,28.1,65.2,1016.2,174.0,Berlin
2003-04-06,1.0,-2.9,5.3,0.0,0.0,22.3,55.8,1020.3,492.0,Berlin
2003-04-07,-0.6,-3.2,2.6,0.0,10.0,19.1,44.6,1023.7,6.0,Berlin
2003-04-08,-0.3,-3.7,4.4,0.0,0.0,14.0,37.8,1022.6,150.0,Berlin
2003-04-09,-0.9,-4.9,2.9,0.6,0.0,14.8,49.0,1013.4,144.0,Berlin
2003-04-10,1.3,-1.9,5.7,0.0,0.0,7.9,20.2,1006.3,294.0,Berlin
2003-04-11,4.1,-3.0,9.0,0.0,0.0,9.7,31.7,1011.0,468.0,Berlin
2003-04-12,6.5,-1.1,12.4,0.0,0.0,7.9,31.7,1018.7,684.0,Berlin
2003-04-13,9.2,1.9,15.4,0.0,0.0,9.4,26.6,1025.9,702.0,Berlin
2003-04-14,11.2,3.3,17.7,0.0,0.0,16.6,41.4,1027.6,744.0,Berlin
2003-04-15,13.2,5.6,19.9,0.0,0.0,15.5,36.4,1029.0,744.0,Berlin
2003-04-16,13.2,6.4,19.0,0.0,0.0,15.1,41.8,1030.9,750.0,Berlin
2003-04-17,12.7,5.9,19.7,0.0,0.0,13.0,39.6,1032.0,762.0,Berlin
2003-04-18,5.9,3.2,8.4,1.2,0.0,22.7,49.7,1028.9,48.0,Berlin
2003-04-19,9.4,4.0,14.2,0.0,0.0,22.3,54.7,1021.1,276.0,Berlin
2003-04-20,14.1,7.7,20.1,0.0,0.0,20.9,48.6,1016.4,708.0,Berlin
2003-04-21,14.2,7.5,20.7,0.0,0.0,15.8,36.4,1016.8,702.0,Berlin
2003-04-22,13.9,6.7,20.6,0.0,0.0,13.3,34.2,1014.9,768.0,Berlin
2003-04-23,12.1,4.5,19.0,0.0,0.0,15.5,37.4,1014.5,744.0,Berlin
2003-04-24,12.5,5.8,18.9,0.0,0.0,8.3,26.6,1018.8,516.0,Berlin
2003-04-25,14.3,5.9,21.0,0.0,0.0,11.5,25.2,1018.4,516.0,Berlin
2003-04-26,15.8,10.9,21.5,1.6,0.0,16.2,48.2,1008.7,6.0,Berlin
2003-04-27,14.1,9.7,17.9,0.2,0.0,24.1,51.8,1007.0,438.0,Berlin
2003-04-28,13.9,8.5,17.9,0.0,0.0,14.4,40.0,1008.3,282.0,Berlin
2003-04-29,15.9,10.5,22.0,2.5,0.0,16.2,55.8,1008.6,174.0,Berlin
2003-04-30,16.0,7.7,21.9,0.8,0.0,14.8,47.9,1010.1,270.0,Berlin
2003-05-01,14.7,11.4,18.4,0.0,0.0,27.4,61.9,1014.9,438.0,Berlin
2003-05-02,15.4,9.0,20.3,0.0,0.0,11.5,38.2,1015.0,570.0,Berlin
2003-05-03,13.8,9.9,16.3,0.1,0.0,24.8,65.9,1015.1,186.0,Berlin
2003-05-04,15.0,6.1,21.6,0.0,0.0,11.2,26.6,1022.2,810.0,Berlin
2003-05-05,21.0,11.1,29.3,0.0,0.0,15.1,42.5,1015.1,744.0,Berlin
2003-05-06,18.0,10.7,22.9,0.0,0.0,15.5,39.6,1016.4,462.0,Berlin
2003-05-07,14.1,9.6,19.7,0.0,0.0,9.4,33.5,1024.4,564.0,Berlin
2003-05-08,18.4,8.3,26.4,0.0,0.0,13.3,36.0,1017.6,696.0,Berlin
2003-05-09,13.7,11.3,16.1,0.2,0.0,10.1,38.9,1016.6,30.0,Berlin
2003-05-10,14.4,10.5,18.8,0.0,0.0,9.0,24.5,1019.9,294.0,Berlin
2003-05-11,16.4,8.8,22.6,0.0,0.0,9.4,35.6,1020.9,636.0,Berlin
2003-05-12,16.6,12.6,22.1,1.8,0.0,10.4,36.4,1015.8,246.0,Berlin
2003-05-13,12.9,8.0,16.6,8.3,0.0,13.0,44.6,1012.4,186.0,Berlin
2003-05-14,10.8,6.3,15.4,1.4,0.0,13.3,37.8,1017.1,276.0,Berlin
2003-05-15,10.1,5.9,14.8,0.9,0.0,13.3,51.1,1020.8,558.0,Berlin
2003-05-16,10.3,3.7,16.2,0.2,0.0,7.6,26.3,1019.3,318.0,Berlin
2003-05-17,13.8,6.6,20.3,0.0,0.0,13.3,47.2,1014.2,402.0,Berlin
2003-05-18,14.9,9.8,19.8,8.0,0.0,13.0,38.5,1012.9,438.0,Berlin
2003-05-19,14.6,12.2,18.3,7.9,0.0,9.7,36.4,1009.8,102.0,Berlin
2003-05-20,14.3,10.7,18.7,0.0,0.0,18.4,43.2,1012.8,330.0,Berlin
2003-05-21,13.4,7.6,17.9,0.0,0.0,13.3,34.6,1019.2,354.0,Berlin
2003-05-22,14.6,9.3,19.2,0.0,0.0,12.6,37.1,1021.9,486.0,Berlin
2003-05-23,15.9,11.7,19.4,0.8,0.0,14.0,42.8,1014.4,66.0,Berlin
2003-05-24,21.0,11.7,28.7,0.0,0.0,13.0,38.5,1009.8,786.0,Berlin
2003-05-25,21.8,15.4,28.0,3.5,0.0,15.5,43.9,1010.5,858.0,Berlin
2003-05-26,16.6,13.4,20.3,0.0,0.0,15.5,32.0,1021.1,336.0,Berlin
2003-05-27,17.1,12.0,22.2,0.0,0.0,13.3,36.7,1025.2,618.0,Berlin
2003-05-28,17.3,12.3,22.9,0.0,0.0,14.8,32.0,1024.3,594.0,Berlin
2003-05-29,18.3,10.1,25.0,0.0,0.0,11.5,26.6,1020.8,924.0,Berlin
2003-05-30,20.8,11.5,28.2,0.0,0.0,7.9,22.3,1016.0,924.0,Berlin
2003-05-31,20.7,13.5,26.9,0.0,0.0,8.6,32.0,1011.9,468.0,Berlin
2003-06-01,20.3,13.4,26.5,0.0,0.0,9.0,25.2,1013.8,858.0,Berlin
2003-06-02,22.6,14.0,29.7,0.0,0.0,12.2,37.8,1013.4,864.0,Berlin
2003-06-03,24.7,17.0,31.4,0.0,0.0,12.6,32.4,1014.5,750.0,Berlin
2003-06-04,26.5,19.2,32.5,0.0,0.0,14.0,43.9,1015.2,816.0,Berlin
2003-06-05,24.5,18.0,32.1,11.8,0.0,11.9,83.9,1016.8,654.0,Berlin
2003-06-06,19.8,15.5,24.4,0.2,0.0,12.2,36.7,1020.0,684.0,Berlin
2003-06-07,21.9,13.8,28.3,0.0,0.0,6.5,27.7,1018.9,816.0,Berlin
2003-06-08,24.9,17.3,32.4,10.6,0.0,12.6,85.3,1013.2,792.0,Berlin
2003-06-09,18.6,13.7,22.6,0.0,0.0,21.2,49.0,1017.4,672.0,Berlin
2003-06-10,20.8,11.7,26.4,1.3,0.0,7.9,26.3,1017.8,816.0,Berlin
2003-06-11,22.3,16.4,26.8,0.0,0.0,18.4,59.8,1017.0,558.0,Berlin
2003-06-12,22.1,13.7,28.4,0.1,0.0,6.8,25.2,1018.8,744.0,Berlin
2003-06-13,19.8,14.5,24.7,0.0,0.0,16.2,46.8,1020.7,750.0,Berlin
2003-06-14,18.2,13.2,23.4,0.0,0.0,10.4,30.2,1021.3,528.0,Berlin
2003-06-15,18.1,11.9,23.3,0.0,0.0,11.2,38.9,1018.9,534.0,Berlin
2003-06-16,18.3,13.3,22.8,0.0,0.0,13.3,37.4,1015.3,618.0,Berlin
2003-06-17,19.2,12.3,24.7,0.0,0.0,10.4,26.6,1015.7,798.0,Berlin
2003-06-18,17.8,14.1,21.1,0.4,0.0,9.4,25.2,1015.0,216.0,Berlin
2003-06-19,18.7,14.6,23.9,3.7,0.0,16.2,48.2,1016.1,108.0,Berlin
2003-06-20,15.4,11.3,21.1,8.2,0.0,27.4,66.6,1012.0,318.0,Berlin
2003-06-21,14.7,12.1,19.1,0.1,0.0,24.5,55.8,1014.7,168.0,Berlin
2003-06-22,16.3,10.3,21.6,0.0,0.0,11.9,29.2,1014.7,648.0,Berlin
2003-06-23,20.8,15.3,28.7,10.3,0.0,16.6,96.5,1008.5,342.0,Berlin
2003-06-24,18.9,14.3,23.7,0.0,0.0,25.6,51.8,1014.1,654.0,Berlin
2003-06-25,15.8,13.2,19.4,0.0,0.0,21.2,50.0,1018.1,162.0,Berlin
2003-06-26,16.9,12.8,22.1,0.2,0.0,9.4,23.8,1018.4,228.0,Berlin
2003-06-27,18.6,11.4,23.8,0.0,0.0,11.9,32.8,1017.4,834.0,Berlin
2003-06-28,20.7,11.5,27.0,0.0,0.0,5.8,24.8,1015.1,912.0,Berlin
2003-06-29,22.1,15.2,29.1,0.1,0.0,8.6,25.6,1008.9,312.0,Berlin
2003-06-30,21.2,15.5,26.3,0.3,0.0,12.6,38.2,1005.9,696.0,Berlin
2003-07-01,19.2,16.5,23.7,0.3,0.0,14.0,34.2,1001.3,138.0,Berlin
2003-07-02,18.6,14.8,23.4,0.5,0.0,17.3,64.1,1001.3,366.0,Berlin
2003-07-03,17.4,13.3,23.4,4.6,0.0,16.6,40.3,1005.5,486.0,Berlin
2003-07-04,17.1,14.5,20.1,4.9,0.0,20.9,45.4,1008.3,78.0,Berlin
2003-07-05,15.5,13.9,17.9,3.3,0.0,22.7,42.8,1009.4,24.0,Berlin
2003-07-06,16.0,14.0,18.7,0.0,0.0,21.2,40.3,1016.2,6.0,Berlin
2003-07-07,17.0,13.7,21.5,0.0,0.0,15.8,35.6,1021.4,216.0,Berlin
2003-07-08,17.9,12.0,22.7,0.0,0.0,10.8,51.5,1019.6,270.0,Berlin
2003-07-09,17.7,14.7,22.5,3.1,0.0,11.2,37.4,1016.8,186.0,Berlin
2003-07-10,17.3,13.5,21.9,0.0,0.0,15.8,35.6,1017.7,372.0,Berlin
2003-07-11,21.0,11.7,27.7,9.7,0.0,8.6,37.8,1016.4,804.0,Berlin
2003-07-12,17.7,14.1,23.1,0.2,0.0,18.7,44.3,1017.4,252.0,Berlin
2003-07-13,17.8,12.7,22.8,0.0,0.0,13.7,35.3,1019.9,384.0,Berlin
2003-07-14,20.6,12.5,26.5,0.0,0.0,9.7,34.6,1019.3,942.0,Berlin
2003-07-15,22.4,14.8,28.5,0.0,0.0,9.7,24.8,1015.5,798.0,Berlin
2003-07-16,24.9,17.1,30.9,2.0,0.0,14.4,33.5,1013.0,792.0,Berlin
2003-07-17,22.7,18.7,29.4,4.7,0.0,9.7,42.1,1014.8,240.0,Berlin
2003-07-18,21.4,17.3,27.2,0.0,0.0,13.3,36.0,1020.7,390.0,Berlin
2003-07-19,24.0,15.7,30.4,0.0,0.0,7.2,25.6,1021.9,804.0,Berlin
2003-07-20,26.0,17.8,32.5,0.0,0.0,12.2,34.6,1017.7,798.0,Berlin
2003-07-21,26.1,20.3,33.3,0.0,0.0,10.4,28.8,1015.4,510.0,Berlin
2003-07-22,24.4,20.4,29.3,0.0,0.0,11.5,45.0,1016.7,756.0,Berlin
2003-07-23,23.5,18.8,29.0,1.3,0.0,7.9,30.6,1017.4,534.0,Berlin
2003-07-24,21.7,17.1,29.5,10.4,0.0,11.2,57.2,1013.8,396.0,Berlin
2003-07-25,21.2,18.3,25.7,0.3,0.0,8.3,19.8,1013.8,252.0,Berlin
2003-07-26,20.6,17.2,25.6,2.3,0.0,8.6,23.8,1012.1,132.0,Berlin
2003-07-27,24.5,19.1,33.6,9.5,0.0,11.9,50.8,1010.5,456.0,Berlin
2003-07-28,20.5,16.5,25.4,0.2,0.0,11.2,32.8,1018.4,300.0,Berlin
2003-07-29,20.7,15.6,25.1,0.0,0.0,7.9,23.4,1022.8,450.0,Berlin
2003-07-30,21.6,14.8,27.2,0.0,0.0,6.8,23.4,1019.4,756.0,Berlin
2003-07-31,21.2,15.7,27.0,0.5,0.0,9.7,33.5,1017.5,276.0,Berlin
2003-08-01,24.6,17.4,31.0,0.0,0.0,4.7,15.1,1018.8,624.0,Berlin
2003-08-02,25.9,19.7,31.3,0.0,0.0,6.1,37.8,1019.0,300.0,Berlin
2003-08-03,25.4,19.4,32.1,0.0,0.0,7.9,29.9,1020.6,486.0,Berlin
2003-08-04,24.5,18.4,30.6,0.0,0.0,13.0,30.6,1023.5,768.0,Berlin
2003-08-05,22.7,16.6,29.3,0.0,0.0,10.1,29.2,1025.4,768.0,Berlin
2003-08-06,22.4,16.0,28.7,0.0,0.0,10.1,30.6,1024.1,726.0,Berlin
2003-08-07,22.8,15.7,29.5,0.0,0.0,7.9,22.0,1022.2,834.0,Berlin
2003-08-08,24.5,16.1,32.3,0.0,0.0,6.8,25.2,1019.8,828.0,Berlin
2003-08-09,25.7,17.1,33.2,0.0,0.0,8.3,35.6,1019.1,834.0,Berlin
2003-08-10,23.1,17.5,29.3,0.0,0.0,16.6,36.0,1019.0,852.0,Berlin
2003-08-11,22.0,14.7,27.9,0.0,0.0,10.4,27.7,1022.1,864.0,Berlin
2003-08-12,26.2,18.2,33.2,0.0,0.0,7.6,32.8,1019.7,630.0,Berlin
2003-08-13,27.1,20.7,34.9,0.1,0.0,20.9,50.0,1013.6,780.0,Berlin
2003-08-14,20.5,17.2,24.3,0.0,0.0,18.0,47.9,1013.1,276.0,Berlin
2003-08-15,19.4,15.0,24.7,0.0,0.0,26.3,56.9,1012.6,594.0,Berlin
2003-08-16,18.6,13.8,23.8,0.0,0.0,16.6,43.2,1016.8,564.0,Berlin
2003-08-17,20.0,11.0,26.8,0.2,0.0,6.8,27.0,1018.1,798.0,Berlin
2003-08-18,22.8,15.9,31.2,3.5,0.0,12.6,51.1,1013.9,360.0,Berlin
2003-08-19,21.4,16.7,25.9,0.0,0.0,20.5,44.6,1015.2,216.0,Berlin
2003-08-20,18.6,14.1,24.2,0.0,0.0,14.0,31.7,1018.6,606.0,Berlin
2003-08-21,19.8,13.0,25.7,0.0,0.0,7.6,32.4,1016.1,558.0,Berlin
2003-08-22,21.2,16.2,26.0,0.0,0.0,18.7,46.8,1014.1,564.0,Berlin
2003-08-23,18.9,15.5,24.0,2.2,0.0,18.7,44.3,1015.0,258.0,Berlin
2003-08-24,18.3,13.5,23.0,0.0,0.0,19.1,39.2,1016.4,408.0,Berlin
2003-08-25,19.6,12.6,26.4,0.0,0.0,12.2,32.0,1015.3,714.0,Berlin
2003-08-26,18.5,10.9,25.1,0.0,0.0,17.3,51.5,1010.9,432.0,Berlin
2003-08-27,16.5,12.7,21.3,0.3,0.0,27.7,61.6,1007.3,156.0,Berlin
2003-08-28,16.7,13.4,21.2,3.2,0.0,10.1,24.8,1009.3,162.0,Berlin
2003-08-29,16.1,12.2,23.2,11.2,0.0,10.8,61.9,1000.5,138.0,Berlin
2003-08-30,16.3,12.9,20.5,0.0,0.0,23.8,57.6,1006.5,276.0,Berlin
2003-08-31,14.1,10.2,18.8,1.1,0.0,16.2,48.2,1012.6,468.0,Berlin
2003-09-01,12.9,9.7,17.4,1.4,0.0,15.8,49.7,1014.1,228.0,Berlin
2003-09-02,12.6,7.4,18.4,0.0,0.0,15.1,43.2,1022.4,648.0,Berlin
2003-09-03,13.1,8.1,16.4,0.5,0.0,12.2,34.2,1027.7,162.0,Berlin
2003-09-04,15.5,10.7,19.0,0.0,0.0,14.0,38.5,1027.6,48.0,Berlin
2003-09-05,15.8,8.4,22.2,0.0,0.0,5.8,26.3,1025.0,702.0,Berlin
2003-09-06,17.7,10.7,24.3,0.0,0.0,13.7,38.9,1020.6,672.0,Berlin
2003-09-07,18.6,12.4,25.5,0.0,0.0,11.9,31.0,1016.2,342.0,Berlin
2003-09-08,19.2,12.5,25.6,0.0,0.0,14.0,37.1,1008.9,582.0,Berlin
2003-09-09,16.4,13.0,20.8,6.7,0.0,10.8,28.1,1009.8,120.0,Berlin
2003-09-10,15.0,12.7,19.2,13.4,0.0,10.8,23.8,1012.1,210.0,Berlin
2003-09-11,12.8,10.1,14.9,0.0,0.0,14.8,45.7,1008.7,60.0,Berlin
2003-09-12,14.7,9.5,20.4,1.4,0.0,8.3,26.6,1021.5,78.0,Berlin
2003-09-13,15.3,12.9,19.7,0.0,0.0,14.4,34.6,1028.6,210.0,Berlin
2003-09-14,16.3,11.5,20.6,0.0,0.0,7.6,22.0,1032.0,366.0,Berlin
2003-09-15,15.9,9.1,21.8,0.0,0.0,5.8,29.9,1028.7,648.0,Berlin
2003-09-16,16.8,11.2,22.9,0.0,0.0,7.2,30.6,1022.6,492.0,Berlin
2003-09-17,16.1,12.3,21.4,0.0,0.0,8.3,24.1,1022.7,414.0,Berlin
2003-09-18,19.2,11.2,27.8,0.0,0.0,9.4,32.8,1020.0,642.0,Berlin
2003-09-19,20.6,12.9,29.3,0.0,0.0,10.4,40.7,1018.6,684.0,Berlin
2003-09-20,20.3,12.9,29.4,0.0,0.0,5.4,20.9,1021.6,678.0,Berlin
2003-09-21,19.9,12.7,28.7,0.0,0.0,14.4,49.3,1018.1,696.0,Berlin
2003-09-22,21.1,11.9,29.7,0.0,0.0,13.0,39.6,1011.2,666.0,Berlin
2003-09-23,15.1,9.0,20.6,1.2,0.0,20.5,55.1,1009.3,168.0,Berlin
2003-09-24,11.4,6.8,16.9,0.0,0.0,14.4,47.5,1028.7,576.0,Berlin
2003-09-25,12.2,5.9,17.9,0.0,0.0,6.1,17.6,1032.3,684.0,Berlin
2003-09-26,14.1,7.7,20.8,0.0,0.0,13.7,40.7,1021.1,678.0,Berlin
2003-09-27,14.1,8.9,18.5,0.0,0.0,14.4,36.4,1016.6,186.0,Berlin
2003-09-28,12.3,5.3,18.5,10.1,0.0,8.3,29.5,1014.5,390.0,Berlin
2003-09-29,12.6,10.2,17.2,0.1,0.0,15.1,36.4,1009.3,144.0,Berlin
2003-09-30,10.5,6.9,14.8,0.0,0.0,10.8,33.1,1017.5,162.0,Berlin
2003-10-01,12.3,6.1,17.7,2.8,0.0,12.6,36.4,1014.9,576.0,Berlin
2003-10-02,12.0,7.9,15.1,0.1,0.0,9.7,31.0,1010.7,102.0,Berlin
2003-10-03,10.9,5.7,16.1,14.4,0.0,7.2,27.4,1008.2,144.0,Berlin
2003-10-04,12.6,5.7,16.1,1.5,0.0,14.8,48.6,1001.7,186.0,Berlin
2003-10-05,8.7,4.9,13.0,2.0,0.0,7.9,38.5,1005.8,174.0,Berlin
2003-10-06,8.1,5.8,11.6,3.0,0.0,22.3,58.3,1006.4,210.0,Berlin
2003-10-07,8.6,7.2,11.2,6.2,0.0,22.3,46.4,994.4,84.0,Berlin
2003-10-08,8.9,6.4,13.5,7.6,0.0,23.4,72.0,1001.0,84.0,Berlin
2003-10-09,10.0,7.1,13.0,1.0,0.0,24.8,60.1,1006.6,228.0,Berlin
